video_id,trending_date,title,category_id,views,likes,dislikes,comment_count
CixoPJ-BUGw,17.20.12,Sippy Gill : Peg Yaaran De ( Full Song ) | Latest Punjabi Song 2017 | Tanvi Nagi | Laddi Gill,10,1759960,52021,1303,994
f5GganBB0Yw,17.20.12,"MCA Video Song Promos Back To Back - Nani, Sai Pallavi | DSP , Dil Raju, Sriram Venu",24,928767,5920,512,209
MFWF9dU5Zc0,17.20.12,OCEAN'S 8 - Official 1st Trailer,24,3599131,50271,21328,17848
ifBMIpX4tJQ,17.20.12,"Deivamagal Episode 1418, 19/12/17",24,658839,3810,2045,935
zWwnvD1mSI4,17.20.12,Bigg Boss 11 Spoof || Shudh Desi Endings,23,229476,9346,1098,810
GAvoa7QTXL0,17.20.12,How people react when you're Jobless VS Working | RealSHIT,24,754403,71001,1785,2820
wTzVDSxOuwo,17.20.12,KHESARI LAL SUPERHIT MOVIE (2018 HD)|KHESARI LAL FULL BHOJPURI HD MOVIE 2018,1,560652,1353,495,149
YINoc51BbB0,17.20.12,Sabse Badi Hera Pheri 3 (Pandavulu Pandavulu Tummeda) 2017 Full Hindi Dubbed Movie | Vishnu Manchu,1,5848764,33987,3828,822
KX3b0okwL0A,17.20.12,இதை மட்டும் பார்த்தா சத்தியமா விளம்பரத்த பார்த்து ஏமாற மாட்டீங்க | Vilamparam Parithapangal,22,471669,13218,434,737
xZsONNB3gXU,17.20.12,LAKH LAAHNTA - RAVNEET (Full Song) Gupz Sehra | Mawin Singh | Latest Punjabi Songs 2017 | Juke Dock,10,2208424,62338,2391,4139
5CG-AXOAYko,17.20.12,Preet Harpal: Haan Kargi (Full Song) DJ Flow | Latest Punjabi Songs 2017,10,839918,19647,1059,641
hnuaKesCOO8,17.20.12,Saarae Official Video Song HD | First Year Song | Queen Malayalam Movie 2018 | Dijo Jose Antony,10,215614,10104,182,349
Xk3KixvzGZo,17.20.12,வாணி ராணி - VAANI RANI -  Episode 1447 - 19/12/2017,24,318690,1668,316,253
L1AuR4NORTk,17.20.12,THE MOST FEARED TRIBE,23,1817038,208797,10805,16140
3TtxYU7oKOI,17.20.12,HASEENA - KULBIR JHINJER (Full Song) Deep Jandu | Sukh Sanghera | Punjabi Songs | Hi Speed Records,10,1878540,18527,1275,1076
lp_sGRz8224,17.20.12,అజ్ఞాతవాసి టీజర్ లో ఇవి గమనించారా..? Pawan kalyan Agnathavasi movie teaser |Trivikram Keerthi Suresh,24,845640,8782,2701,328
VQAigwxzu_g,17.20.12,TSP's Harry Potter meets Engineers || Jizzy-Veerji Recap Show E02,24,437650,17948,2532,1625
3oU4jzNgqU8,17.20.12,હવે શું થશે આ વિકાસ નું || dhaval domadiya/part-2,24,170360,5866,166,486
rHqVcWxwQKw,17.20.12,So Sorry | Congress Ke Sholay,23,376179,7419,530,776
f5_3xduXV-Q,17.20.12,Velaikkaran- Dialogue Promo 2 |  Sivakarthikeyan Nayanthara | Anirudh Ravichander,10,270412,8687,479,217
Jtzn9OQ20Vk,17.20.12,Tareyaan De Des ( Full Video ) | Prabh Gill | Maninder Kailey | Desi Routz | Sukh Sanghera,10,1973353,76277,1185,3786
d-ua07UhoLg,17.20.12,"#abpasmita, #GujaratElection2017",22,1665852,3279,755,1
3UWxZMaKF6o,17.20.12,Naa Peru Meenakshi | 19th December 2017  | Full Episode No 908| ETV Telugu,24,122174,807,83,149
aybQKMrpPsM,17.20.12,ప్రభాస్ తో పెళ్లి...నిహారిక ఏమన్నదో చూస్తే ఆశ్చర్యపోతారు |Niharika responds on Marriage with Prabhas,24,830044,1709,843,0
gI5H6fj4UGs,17.20.12,KRISHNAVATARAM - 1 | KRISHNA'S BIRTH | Unknown Facts About Lord SRI KRISHNA | Vikram Aditya | EP#101,24,114662,5323,113,1950
kxFPItCfYjw,17.20.12,బ్రహ్మానందం పద్యాలతో స్టేజి దద్దరిల్లింది.. Brahmanandam Emotional Speech At Telugu Mahasabhalu 2017,24,404764,2609,284,331
qNqiNIzlWaI,17.20.12,Uppum Mulakum│Flowers│EP# 499,24,319677,2839,269,724
foruCNGpRq4,17.20.12,திடீரென கேமராவில் சிக்கிய 5 வானியல் மர்ம நிகழ்வுகள் | 5 unbelievable mysteries spotted in sky |,22,120559,2102,89,72
SK1wpxSv6mc,17.20.12,Meri Bhen Ko Chheda Hai - Bakchodi ki Hadd - TST,23,146023,13716,299,934
dsZWCJlDl8M,17.20.12,Kuladheivam SUN TV Episode - 802 (19-12-17),24,162688,731,179,63
DLf_WNizsZU,17.20.12,Thanthi TV Live | Sani Peyarchi 2017 Live - Sani Peyarchi Palangal (2017-18) by Astrologer Shelvi,25,103643,819,134,34
vcZCU4ETkN8,17.20.12,"PM Modi welcomed at BJP Headquarters after win over Gujarat, Himachal Assembly elections 2017",25,140594,918,148,202
FH8N-RHxqkA,17.20.12,दहाड़ शेर के PAWAN SINGH Movie ( NEW 2018 HD ) Akshara Singh | Superhit Full Bhojpuri Film 2017,1,296727,571,235,89
dZ0fwJojhrs,17.20.12,Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,10,24248933,522839,23990,27454
N4ykNuh-11Y,17.20.12,ABP News is LIVE,22,716969,3093,553,36
R8oEYiohFeo,17.20.12,Victory Venkatesh SuperB Pure Telugu Speech | Prapancha Telugu Maha Sabhalu 2017 | NewsQube,24,242683,1258,86,55
IsKKSPu-Mnc,17.20.12,ఆ జబ్బుతో హాస్పిటల్ బెడ్ పై ఉన్న స్నేహ ఉల్లాల్..! 4 లక్షలు సహాయం చేసిన చిరు ! | Sneha Ullal | Pawan,24,144572,1643,180,66
OD6HlOgSirY,17.20.12,"18 दिसंबर को सोमवारी अमावस्या, भूल कर भी न करें ये 5 गलतियाँ नहीं तो बढ़ जाएगी परेशानिया और दुर्भाग्य",22,356112,2061,563,152
upCvnFuZJHg,17.20.12,Nandini 18th Dec 2017,22,337960,1394,223,298
t3UV6H5u3_g,17.20.12,పవన్ కళ్యాణ్ పాటతో హోరెత్తిన సభ | Pawan Kalyan Craze at Telugu Mahasabhalu 2017 | YOYO Cine Talkies,24,147649,1311,223,58
Hsbd0ebtCF4,17.20.12,Saade Baarah (Full Video) Mehtab Virk-Mista Baaz -New Punjabi Songs 2017 - Latest Punjabi Songs 2017,10,1858497,21302,1530,934
vFYbDciwcrI,17.20.12,ലാലേട്ടാ രഹസ്യങ്ങള്‍ ഒക്കെ പൊളിച്ചു?!!!|Mohanlal's Hidden Secret Revealed?!,24,491668,1316,656,209
DqD1Ak3OdKg,17.20.12,"Konchem Touch Lo Unte Chepta - Season 3  - Episode 34 - December 17, 2017 - Best Scene",24,212070,1223,58,28
2dHxnzkHTz8,17.20.12,Weekly Reliv | Taarak Mehta Ka Ooltah Chashmah|11th December  to 15th December 2017|Ep 2356 to 2360,24,956711,4183,716,264
_oEIdFi7sAE,17.20.12,Types Of Sleepers | Types | Black Sheep,24,84293,8069,142,427
MEO6eSEqDfI,17.20.12,"Deivamagal Today episode Review: 1418, 19/12/17 - Prakash's new Plan",24,96584,722,118,70
sXT3ALskww8,17.20.12,Ranee | Full Ep 787 19th Dec 2017 | Odia Serial - TarangTV,24,44155,143,22,9
C6p3u3sTd9U,17.20.12,தப்பி தவறியும் மார்கழி மாதத்தில் இதை செய்யாதீர்கள்...ஆபத்து..!,22,41538,254,27,12
kNXZvShByPA,17.20.12,ప్రభాస్ నిహారిక పెళ్లి పై  మెగా హీరో ఫైర్  | Mega Hero Reacted On Prabhas Niharika Marriage,24,1098739,1974,1362,449
qUnUoxa8Bww,17.20.12,Bhangre Wala Gana (ਭੰਗੜੇ ਵਾਲਾ ਗਾਣਾ) - Gagan Wadali | Latest Punjabi Song 2017 | Ramaz Music,10,1254476,25975,539,320
9VAZ0WCTrGk,17.20.12,"Balloon - Official Trailer | Jai, Anjali | Janani Iyer | Yuvan Shankar Raja | Sinish",1,1496570,36434,2466,1783
kJ7OvxYjxxA,17.20.12,"Salman Khan CUTELY KISSES, HUGS Katrina Kaif in Public | Dance India Dance 6",24,279542,3350,248,225
kIUTkykbC_0,17.20.12,Patas | 18th  December 2017 | Full Episode 638 | ETV Plus,23,208689,1438,129,289
20vQXCtUdsw,17.20.12,Jabardasth | 21st December 2017 | Latest Promo,22,363516,1759,191,99
byU2uSU2tBc,17.20.12,"ऐ धनिया - Khesari Lal, Kajal Raghwani - Lagelu Horha Ke Chana - Muqaddar -Bhojpuri Song 2017",10,932644,3180,597,430
4g39QA0mfvE,17.20.12,Top To Bottom GAANCHALI | Lyrical  Video Song 2017 | Chandan Shetty | Sneha Hegde,10,141767,7507,90,252
8p5viWCKYOw,17.20.12,How Himachal Pradesh Trumps Gujarat Even Though Modi’s State Is The Economic Powerhouse,25,154125,612,171,91
5WqDAAzEcjk,17.20.12,Assembly Poll Result: Congress again blames EVM for their loss in Gujarat and Himachal,25,313889,912,235,241
WISBAbtjlHM,17.20.12,ഇത്ര മോശമായി സംസാരിക്കുന്ന നടി പാർവതിയാണോ സ്ത്രീകൾക്കൊപ്പം | Actress Parvathy OMKV talk,24,106318,4000,226,542
kPOqWhBRyLQ,17.20.12,Nitin Gadkari का जोरदार भाषण सुनकर कांग्रेसी भी दंग रह गए ! ऐसा काम Rahul Gandhi कभी नहीं कर सकते,25,294381,4864,281,422
0ktXUQCI07U,17.20.12,19 December 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs HD,27,51971,2674,51,383
4MiYBsG82Ho,17.20.12,Hiten Tejwani Revealed Hina Khan Real Face - Exclusive Interview | Bigg Boss 11 Eviction,25,576083,5047,793,1477
U7uuEF4HShY,17.20.12,ಒಂದು ಕಾಲದಲ್ಲಿ ಸೀತೆಯಾಗಿ ನಮ್ಮೆಲ್ಲರ ಮನ ಗೆದ್ದ ಈ ಟಾಪ್ ನಟಿ ಈಗ ಹೇಗೆ ಇದ್ದಾರೆ ಗೊತ್ತಾ sandalwood news today,24,53566,132,26,6
hUkVUCP6Axc,17.20.12,"दस्तक: क्या होगी 2019 चुनाव के लिए राहुल गाँधी की रणनीति,  देखिये पुण्य प्रसून बाजपाई के साथ",25,383105,1664,426,201
D496EM6gnnc,17.20.12,Cheapest Bezel Less Phone? Vkworld Mix Plus *Bacho*,28,327847,23981,1619,6831
4VL9VPnSfcY,17.20.12,Bigg Boss 11 | Hiten Tejwani EXCLUSIVE Interview After Eviction | 17 Dec 2017 Episode,24,598461,6689,1020,3895
fugigPIUSeQ,17.20.12,Made for Each Other Season 2 I Testing physical power in the deep sea I Mazhavil Manorama,24,51610,98,16,48
bhF9fBKyMEo,17.20.12,Berozgari - Amit Bhadana,24,6307424,305339,10676,23126
BPtRo0LXVYo,17.20.12,ఇంగిలీసులో ఇరగదీత్తున్న గంగవ్వ  .... Dethadi News || Dethadi Gangavva || TV1,25,244811,3159,228,438
IicV_i3wIOE,17.20.12,"Assembly Results 2017:  रूझानों में बीजेपी- कांग्रेस में कांटे की टक्कर, रुझानों से शेयर बाजार टूटा",25,353192,462,158,33
D0EcQlbq_No,17.20.12,OMG! Do You Know What Prabhas GIFTED to Niharika on Her BIRTHDAY? | Celebrity News | Total Tollywood,24,88335,401,87,0
klDLrsVZgqw,17.20.12,"19 December, 2017 The Hindu  Discussion, Cyber Security, Bamboo, Science Research,",27,28265,0,0,0
carGXNbdhsA,17.20.12,"Kumkum Bhagya - कुमकुम भाग्य - Episode 998  - December 19, 2017 - Preview",24,128382,421,29,11
L84_PzfkH2g,17.20.12,Bithiri Sathi Visits Telangana Food Stalls At World Telugu Conference | Teenmaar News | V6 News,25,232881,1529,116,114
19Hg4OC0W24,17.20.12,Sharing The Secret Videos,22,364616,24196,754,2517
E_dg9cv86qA,17.20.12,ಈ ಕೊಂಬೆ ತಂದು ನಿಮ್ಮ ಬೀರುವದಲ್ಲಿಟ್ಟರೆ ನಿಮ್ಮ ಮನಯಲ್ಲಿ ಹಣದ ಸುರಿಮಳೆಯಾಗುತ್ತದೆ | YOYO TV Kannada Vastu,24,91958,718,87,40
1AOlnSeW_wE,17.20.12,Dr. Gulati Blushes On Seeing Neetu Singh - The Kapil Sharma Show,24,453436,2400,201,97
clCzp59Qk60,17.20.12,"8 Most Expensive Wedding Necklaces Of Bollywood Divas - Anushka Sharma, Kareena Kapoor, Aishwarya",22,378971,1082,205,45
1Tci7Z4XA0A,17.20.12,"Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Episode 876 - 18th December, 2017",24,179574,640,112,52
4cdIyTuYIUg,17.20.12,"18 December - आज रात सरसों के तेल में देख लेना अपना चेहरा, करोड़पति बनने से कोई रोक नहीं पाएगा",22,62447,506,68,14
0-7wMD5ISIs,17.20.12,ABANDONED MALL TURNED INTO WINTER WONDERLAND,22,1795145,179467,3239,13123
IodBs5n6LY4,17.20.12,ചേച്ചിക്ക് ഇപ്പഴാണ് കാര്യങ്ങൾ ശരിക്ക് തിരിഞ്ഞത് | Mohanlal | Prithviraj | Sangeetha Lakshmana,24,318109,2562,174,258
AzOCO61rfb8,17.20.12,हफ्ते में सिर्फ 1 दिन लगा लो बाल इतने ज्यादा लम्बे हो गए की संभालने में नहीं आये | Super Hair Growth,26,1255018,7068,2068,714
Uf2Cj7ppggA,17.20.12,PADMAN | Akshay Kumar | Sonam Kapoor | Trailer Reaction!,24,414593,9226,520,1515
8Khw_1_0wqA,17.20.12,"పోలీసుల ముందు  స్వాతి, రాజేష్ ఎలా గొడ‌వ ప‌డ్డారో చూడండి || Swathi And Rajesh About Sudhakar Reddy",24,424587,354,504,80
jk864bc-8hA,17.20.12,Jabardasth Mahesh on Hyper Aadi - Mahesh Kathi controversies - Full Interview || TV9,24,353358,2868,316,386
wtKBAiRyre4,17.20.12,Jagan Salary For Bigg Boss Kannada 5,22,273477,457,374,166
HBZF97NioyY,17.20.12,Chiranjeevi Speech @ World Telugu Conference 2017 || Day 4 || Hyderabad || NTV,25,274002,2952,218,259
81oEIrDYX4E,17.20.12,STORY OF EVERY BOYFRIEND- | ELVISH YADAV  |,23,974517,139173,2210,6631
B0jItb1pcOQ,17.20.12,Kalyanam - Conditions Apply | Episode 3 - ‘Senthil v/s Cat-appa’ | Mirchi Senthil & Sreeja,24,1070719,37579,1549,2238
eq9XGDKsZSQ,17.20.12,ABPResults : भाजपा गुजरात में EVM से छेड़छाड़ कर जीती: हार्दिक,22,493331,1879,680,596
pV42vOPP41s,17.20.12,Virat Kohli Anushka Sharma post First Honeymoon Picture |वनइंडिया हिंदी,25,833016,2387,804,200
_PBIEpUqP8A,17.20.12,"#AssemblyElections2017: BJP set to retain Gujarat, take Himachal from Congress",25,203557,380,139,60
L7cdApi5vTk,17.20.12,Ram in Hindi Dubbed 2017 | Hindi Dubbed Movies 2017 Full Movie,1,745689,3100,406,105
RmkDc6lHWi8,17.20.12,Konchem Touch Lo Unte Chepta Season 3 - Akhil Akkineni Promo 2 - Pradeep Machiraju,22,507164,2960,158,148
jMAHoWbfdN0,17.20.12,FRDI BILL & Aadhaar Game : The Danger and Mystery behind them! l feat. Wali Rahmani,24,107515,7674,154,676
g1NqSbwrk-I,17.20.12,WHY TOPPERS WORK FOR FAILURES (HINDI) - EDUCATION SYSTEM !!,27,171709,11891,246,1062
4JJlS11e6Mo,17.20.12,Gujarat में Narendra Modi की जीत पर मुस्लिमों का सबसे बड़ा बयान देखिए वीडियो | Headlines India,25,340686,2090,1262,1478
wCQw-ZLzht8,17.20.12,TYPES OF PEOPLE AT A RESTAURANT | Hasley India,23,922468,37540,1389,2309
lMsRUtAELLg,17.20.12,ലാലേട്ടന്റെ ലുക്കിനെ കളിയാക്കിയ അഡ്വ. സംഗീതയെ പൊളിച്ചടുക്കി| Sangeetha interviews Mohanlal | Odiyan,24,308582,1364,286,1092
ZZBCagwloo0,17.20.12,"Mp Patwari 18 Dec 1st shift Maths Questions|Patwari Exam Analysis, Patwari Exam review",27,44613,1132,62,97
RqLKhmNMYVY,17.20.12,अपने दिमाग / मन को नियंत्रित करे  | How to Control Your Mind,24,395052,51503,1096,4767
0A9RyOaIa4o,17.20.12,Big Boss 11 - Luv Tyagi BREAKS UP with Hina Khan in front of Salman Khan in Weekend ka Vaar,24,599361,2522,749,1185
_lUiJsnGXh8,17.20.12,Honest Trailers - Jumanji,1,827325,27008,643,3039
GjDK_6NtYGQ,17.20.12,50 TOTALLY CRAZY IDEAS YOU CAN ACTUALLY DIY,26,5338010,39989,5091,3134
UJgsdX8NUnI,17.20.12,రాజేష్ మెఖం కాలడానికి స్వాతి ఎం చెప్పిందో తెలిస్తే షాక్ అవుతారు || Tollywood Nine,24,83370,110,47,0
P9ZdxKvZ9h0,17.20.12,Gujarat Election Results LIVE | Celebration Begins Outside BJP HQ In Delhi,25,110195,239,67,66
Wi3pu6InO90,17.20.12,മരണമാസ്സ്‌! സിനിമയിൽപോലും ഇല്ലാത്ത മാസ്സ് എൻട്രി! | Mohanlal Mass Entry At Kochi Edappally,24,528953,4402,687,535
gpqhM1NiKJU,17.20.12,"Big Debate: गुजरात-हिमाचल में मोदी लहर बरकार, आखिर कब दिखेगा कांग्रेस में बदलाव ?",25,146796,269,88,40
yHLDHa_Wf_Y,17.20.12,Aruvi Movie Review - Tamil Talkies,24,454883,7012,2100,601
n39LjU5ldcw,17.20.12,KUNBA DHARME KA | EPISODE 41: पोरी लेगी .. | Mukesh Dahiya Comedy Webseries | DAHIYA FILMS,24,950290,8320,982,545
UNRKOOPwuu4,17.20.12,Narendra Modi latest Full speech BJP HQ after victory in Gujarat & Himachal Pradesh Election.,25,227336,1968,307,116
G5STtCZUEMg,17.20.12,నిహారికతో ప్రభాస్ పెళ్లి సంతోషంలో రెండు కుటుంబాలు || Prabhas Marriage With Niharika #9Roses Media,24,703392,1395,947,452
W9h0cpXajlk,17.20.12,News18 Punjab Haryana Himachal  LIVE Stream,25,130259,569,66,0
T5-gLMUbq3o,17.20.12,Prannoy Roy Analyses BJP's Gujarat Win,25,82450,230,176,113
psKWR8IB528,17.20.12,kaka kumanshi special शेर को मिला सवा शेर राजस्थानी हरयाणवी कॉमेडी,1,402331,7715,780,429
QtGue7HuuwA,17.20.12,"Dulaara | Bhojpuri Action Movie | Pradeep Pandey “Chintu”, Tanushree | New Bhojpuri Movies Full 2017",24,1706619,3987,1887,669
LWCzx9EuBhU,17.20.12,HILARIOUS COCKROACH PRANK ON GIRLS - Baap Of Bakchod - Raj,23,361257,19327,1031,1199
meeh2f8-OqI,17.20.12,Life-saving diplomat Yang Shu: I want them to be SAFE. ,25,107573,202,155,9
LPjQIXAqGc8,17.20.12,हफ्ते में सिर्फ 1 बार लगाया बाल इतने ज्यादा लम्बे हो गए की तंग आकर कटवाने पड़े Super Fast Hair Growth,22,1446242,13335,2806,609
yf2jrvLOZso,17.20.12,Raja Rani - 18th to 22nd December 2017 - Promo,24,156312,514,51,34
pdo-xtVvaMM,17.20.12,"BJP Retains Power in Gujarat, but Fails to Achieve 'Target 150+' | The Quint",25,89095,262,149,58
k5f-MQb-ngE,17.20.12,Samantha got disappointed during Rehearsal ! | Velaikkaran | Sivakarthikeyan Interview,24,184514,3599,131,218
kcXlkIgT7Kw,17.20.12,Election Results 2017: कौन जीत रहा है गुजरात ?,25,339717,1172,283,4
IHtJgtBm9k0,17.20.12,கணவனை கொன்று 13வருடம் யாருக்கும் தெரியாமல் மறைத்து வைத்த மனைவி போலிசிடம் எப்படி சிக்கினார் தெரியுமா?,24,232734,275,128,14
BvzkJCL_uVM,17.20.12,"വയർ കാണാതിരിക്കാൻ സ്ലിം ബെൽറ്റ്, ശ്വാസം  വിടാതെയുള്ള നിൽപ്പ് ; ലാലേട്ടനെതിരെ പുതിയ കണ്ടുപിടുത്തങ്ങൾ",24,129882,242,339,95
yUZUmerqGbo,17.20.12,Hi - Tech Stars prostitution in Hyderabad Star Hotels - TV9 Now,24,584284,875,338,261
3CGGqXL7Qr8,17.20.12,പാർവതിയെ തേച്ചൊട്ടിച്ച് മമ്മൂട്ടിയുടെ തകർപ്പൻ മറുപടി | Mammoootty Mass Reply to Parvathy | Kasaba,24,292270,541,598,48
O8lzxs_b9Rg,17.20.12,ScoopWhoop: Your Mom When You Forget To Bring Your Dabba Home,10,52643,2534,152,78
kpjKbaZQJKU,17.20.12,Bollywood Reaction on Akshay Kumar’s PADMAN Trailer,24,512272,9119,522,1179
yR1OwH_gmiI,17.20.12,"Okka Ammayi Thappa Full Movie - 2017 Latest Telugu Full Movie - Sundeep Kishan, Nithya Menon",24,1450922,6039,742,569
pPns-DIwhII,17.20.12,Guru Randhawa | Celebrating 200 Million : High Rated Gabru,10,120693,1858,48,202
BTma7cV4DDA,17.20.12,"BIGG BOSS 11 :  तो लव ने कर ही दिया खुलासा, कहा  ‘हां करता हूं हिना से प्यार’.",24,266977,1035,391,278
bAl2OnwldqQ,17.20.12,Meelo Evaru Koteeswarudu Telugu Full Movie | Naveen Chandra | Saloni | Shruti | Sunday Prime Movie,24,249412,1666,151,110
bjKr2ltVKII,17.20.12,"The Politics of Branding, Meeting Obama & Trump's First Year: The Daily Show",23,570390,13351,212,447
nDDfFws3BfA,17.20.12,"10,000 YEARS INTO THE FUTURE IN 10 MINUTES",27,1649569,20713,2375,6354
NEYtxauVqA4,17.20.12,"Trump's FBI Speech, the GOP Tax Plan and Bob Corker: A Closer Look",23,1440514,19955,607,2335
XPPwZaqUiD0,17.20.12,Actor Nani on MCA movie highlights and Making - TV9 Exclusive,25,167830,1539,82,150
EN32N-HlGtE,17.20.12,Sunn Le Zara | 1921 | Zareen Khan & Karan Kundrra | Arnab Dutta | Harish Sagane | Vikram Bhatt,10,5736932,111490,2604,3818
Wj34yfjN0OA,17.21.12,Bhaagamathie Movie Teaser | Anushka | Unni Mukundan | Thaman S | UV Creations | #BhaagamathieTeaser,24,1048692,25051,1453,1152
gDBz7Oq_lRI,17.21.12,Tholi Prema Official Teaser | Varun Tej | Raashi Khanna | Thaman S | Venky Atluri | #TholiPrema,24,1691700,50205,1972,1380
zN23NjdOT14,17.21.12,Types Of People During Indian Weddings - PART 1,23,1884879,181380,4643,10417
xykQQaTeYuQ,17.21.12,Power Star pawan Kalyan Speech @ Agnyaathavaasi Movie Audio Launch,24,1759526,41631,4018,4162
nLSaCFlXn-g,17.21.12,Hichki | Official Trailer | Rani Mukerji | Releasing 23rd Feb 2018,1,7729776,137628,3633,6786
jd4TphVdDm0,17.21.12,இந்த விஷயங்களை கவனித்தால் நீங்களே சொல்வீர்கள் இது பொய் என்று ! Jayalalitha Fake Video,25,1273011,4465,2072,402
KcWXKmnZZVo,17.21.12,Aiyaary Trailer  | Neeraj Pandey | Sidharth Malhotra | Manoj Bajpayee | Releases 26th January 2018,24,7711293,124947,3342,7408
x-ifMGA3YsE,17.21.12,Rangaraj Pandey on Jayalalithaa Hospital Video Release | Thanthi TV,25,596588,2021,852,538
M2q64UowX9g,17.21.12,"Official Trailer: Sonu Ke Titu Ki Sweety | Luv Ranjan | Kartik Aaryan, Nushrat Bharucha, Sunny Singh",10,2049596,133839,1023,2141
NaX-oGJEZI8,17.21.12,Aaj Se Teri | Padman | Akshay Kumar & Radhika Apte | Arijit Singh | Amit Trivedi,10,4222559,92089,3460,5512
4izUqU1VfSI,17.21.12,Trivikram Marvelous Speech @ Agnyaathavaasi Audio Launch | Pawan Kalyan | Anirudh,10,547594,9104,436,562
yzWkFrthVdI,17.21.12,"Yevandoi Nani Garu Song Trailer - MCA Video Song Promos | Nani, Sai Pallavi",24,968405,14142,633,529
O2N9RhlVSoI,17.21.12,"Saheb , Biwi aur Bestfriend Feat. Nazarbattu || Harsh Beniwal",23,1825348,194069,2168,10188
5n8DiGocuRI,17.21.12,Clash of Clans: Santa's Surprise Spell (Clashmas Update 2017),20,2107533,31914,1558,832
t6j-06R3B5E,17.21.12,Ram Charan Speech At HELLO Pre Release Event | Akkineni Akhil | Kalyani Priyadarshan,24,291188,4372,121,232
QmGQ8uRuRBs,17.21.12,Nagarjuna Akkineni Speech @ HELLO Pre Release Event || Chiranjeevi || Ram Charan || Akhil || NTV,25,394664,3767,193,210
Cv200Tzrqkc,17.21.12,ஜெயலலிதா மருத்துவமனை வீடியோ சற்றுமுன் வெளியானது | Jayalalithaa Hospital Video,22,241297,864,229,132
MKio29y4zG0,17.21.12,இந்த வீடியோவை எடுத்த தினகரனுக்கு இதை மறைக்க தெரியலையப்பா | Tamil Cinema News Latest Jayalaitha News,24,329194,692,304,42
bO6sw2nAaaM,17.21.12,ஜெ வீடியோவில் இருக்கும் 10 மரமங்கள் இதோ ! 10 secrets of jayalalitha Apollo Video,24,528552,2151,549,206
ULKaHSYU-SI,17.21.12,சற்று முன் வெளிவந்த வீடியோவின் தடயவியல் ஆய்விற்கு போகும் ஆதாரங்கள்,1,452077,1179,400,0
upUdEeDDo7Y,17.21.12,Akkineni Samantha Emotional Speech @ Hello Movie Pre Release Event | TFPC,24,179400,1282,63,64
n5UJW1142N4,17.21.12,തുറന്നുപറയാന്‍ ഭയക്കാതെ പാര്‍വതി,25,337438,1162,1868,504
wTzVDSxOuwo,17.21.12,KHESARI LAL SUPERHIT MOVIE (2018 HD)|KHESARI LAL FULL BHOJPURI HD MOVIE 2018,1,861203,1999,778,218
rJn0gYDeVj8,17.21.12,Guess the characters | Tamil Nadu 2017 - the time travel | Upcoming video,23,141321,11465,209,1830
N_UC6gydu8Q,17.21.12,TICOLA: SALESMAN OF THE YEAR | RishhSome,23,594415,50253,2532,2288
fN491KqvtP0,17.21.12,"Deivamagal Episode 1419, 20/12/17",24,624054,3035,2860,1176
n53NJNB1T74,17.21.12,Jayalalitha in Apollo Treatment Video | ஜெ. மருத்துவமனையில் சிகிச்சை பெற்ற வீடியோ|SunNews,25,85072,188,35,16
FH8N-RHxqkA,17.21.12,दहाड़ शेर के PAWAN SINGH Movie ( NEW 2018 HD ) Akshara Singh | Superhit Full Bhojpuri Film 2017,1,775707,1316,660,201
v_Mhpc0EtV8,17.21.12,2017 Rewind | Madras Central,24,450365,44115,487,2248
ORIpWftFyqo,17.21.12,Nai Shad Da | Gippy Grewal | Jay K | Jaani | Nataša Stanković | Official Music Video | Humble Music,10,5099701,141207,6236,5262
jECmwHS1WVU,17.21.12,Heroine Anu Emmanuel @ Agnyaathavaasi Audio Launch | #PSPK25 | Pawan Kalyan | Trivikram | TV5,25,270627,2348,168,78
975d0ssVXpQ,17.21.12,பழைய வீடியோ காட்டி ஏமாத்துறாங்க : Geetha Interview | Jayalalitha Apollo Hospital Video,25,168517,704,187,135
MFWF9dU5Zc0,17.21.12,OCEAN'S 8 - Official 1st Trailer,24,5767584,71333,33958,24728
b8AP-UfOfbw,17.21.12,The Successful Failure | Aashqeen,23,258298,29096,822,1310
r5CrGkyS9R4,17.21.12,Konchem Touch Lo Unte Chepta Season 3 - Allu Sirish & Surabhi Promo - Pradeep Machiraju,22,270083,2760,240,190
cKIjz1sIwRs,17.21.12,Jayalalitha video at Apollo Hospital tamil news tamil news live tamil news today redpix,25,74280,149,37,33
VnYFg3wknKU,17.21.12,Uppum Mulakum│Flowers│500th Episode👏,24,477504,6632,302,1028
ehu772l5eKE,17.21.12,Ladies Special: When You Visit A Ladies Tailor | The Timeliners,24,630293,30977,859,1132
61jLSaDVgnE,17.21.12,Nandini 19th Dec 2017,22,496664,1948,398,310
YBI1c2dygNk,17.21.12,விட்டாச்சே... இனிமே என்ன பண்ணுவ? TTV Dinakaran Supporter Vetrivel | Jayalalitha Hospital Video,25,184910,550,171,159
j0TbzISCk7Q,17.21.12,"Akshay Kumar's Padman Aaj Se Teri Song Launch | Twinkle Khanna, Radhika Apte",24,166865,1734,87,117
